"naam","id","code","uic","middel_naam","korte_naam","friendly","land","type","geo_lat","geo_lng"
"Oldenzaal",372,"odz",8400483,"Oldenzaal","Oldenzaal","oldenzaal","NL","stoptreinstation",52.3063888549805,6.93472242355347
"Olst",379,"ost",8400486,"Olst","Olst","olst","NL","stoptreinstation",52.3347206115723,6.11305570602417
"Ommen",376,"omn",8400487,"Ommen","Ommen","ommen","NL","knooppuntsneltreinstation",52.5094451904297,6.41583347320557
"Oosterbeek",381,"otb",8400489,"Oosterbeek","Oosterbeek","oosterbeek","NL","stoptreinstation",51.9949989318848,5.84000015258789
"Opheusden",377,"op",8400494,"Opheusden","Opheusden","opheusden","NL","stoptreinstation",51.9261615,5.6371145
"Oss",367,"o",8400495,"Oss","Oss","oss","NL","knooppuntintercitystation",51.7655563354492,5.53222227096558
"Oss West",383,"ow",8400496,"Oss West","Oss W","oss-west","NL","stoptreinstation",51.758056640625,5.50555562973022
"Oudenbosch",371,"odb",8400498,"Oudenbosch","Oudenbosch","oudenbosch","NL","stoptreinstation",51.587776184082,4.53333330154419
"Overveen",382,"ovn",8400501,"Overveen","Overveen","overveen","NL","stoptreinstation",52.3911094665527,4.6061110496521
"Purmerend",388,"pmr",8400508,"Purmerend","Purmerend","purmerend","NL","knooppuntstoptreinstation",52.5030555725098,4.95361089706421
"Purmerend Overwhere",387,"pmo",8400506,"Overwhere","Overwhere","purmerend-overwhere","NL","stoptreinstation",52.5113906860352,4.96833324432373
"Purmerend Weidevenne",389,"pmw",8400499,"Weidevenne","Weidevenne","purmerend-weidevenne","NL","stoptreinstation",52.4965906325416,4.93562936782836
"Putten",391,"pt",8400509,"Putten","Putten","putten","NL","stoptreinstation",52.2649993896484,5.57527780532837
"Raalte",394,"rat",8400513,"Raalte","Raalte","raalte","NL","stoptreinstation",52.3916664123535,6.27750015258789
"Ravenstein",416,"rvs",8400515,"Ravenstein","Ravenstein","ravenstein","NL","stoptreinstation",51.7941665649414,5.63583326339722
"Reuver",415,"rv",8400518,"Reuver","Reuver","reuver","NL","stoptreinstation",51.2832191665301,6.07895851135253
"Rheden",397,"rh",8400519,"Rheden","Rheden","rheden","NL","stoptreinstation",52.0099983215332,6.03055572509766
"Rhenen",399,"rhn",8400517,"Rhenen","Rhenen","rhenen","NL","knooppuntstoptreinstation",51.958610534668,5.57833337783814
"Rijssen",406,"rsn",8400538,"Rijssen","Rijssen","rijssen","NL","stoptreinstation",52.3122215270996,6.52027797698975
"Rijswijk",407,"rsw",8400505,"Rijswijk","Rijswijk","rijswijk","NL","stoptreinstation",52.039722442627,4.31916666030884
"Rilland-Bath",395,"rb",8400521,"Rilland-Bath","Rilland-Ba","rilland-bath","NL","stoptreinstation",51.422779083252,4.16111087799072
"Roermond",402,"rm",8400523,"Roermond","Roermond","roermond","NL","knooppuntintercitystation",51.1930541992188,5.9941668510437
"Roodeschool",396,"rd",8400525,"Roodeschool","Roodeschl","roodeschool","NL","stoptreinstation",53.4192128,6.7606167
"Roosendaal",405,"rsd",8400526,"Roosendaal","Roosendaal","roosendaal","NL","knooppuntintercitystation",51.5402793884277,4.45833349227905
"Rosmalen",404,"rs",8400524,"Rosmalen","Rosmalen","rosmalen","NL","stoptreinstation",51.7147216796875,5.36805534362793
"Rotterdam Alexander",409,"rta",8400507,"Alexander","Alexander","rotterdam-alexander","NL","intercitystation",51.9519462585449,4.55361127853394
"Rotterdam Blaak",410,"rtb",8400529,"Rotterdam Blaak","Blaak","rotterdam-blaak","NL","intercitystation",51.9202766418457,4.48888874053955
"Rotterdam Centraal",411,"rtd",8400530,"Rotterdam C.","Rotterdam","rotterdam-centraal","NL","megastation",51.9249992370605,4.46888875961304
"Rotterdam Lombardijen",401,"rlb",8400542,"Lombardijen","Lombardije","rotterdam-lombardijen","NL","stoptreinstation",51.8800010681152,4.53138875961304
"Rotterdam Noord",412,"rtn",8400531,"Rotterdam Noord","Rotterdm N","rotterdam-noord","NL","stoptreinstation",51.9422225952148,4.48166656494141
"Rotterdam Stadion",413,"rtst",8400534,"R'dam Stadion","R'dam Sta","rotterdam-stadion","NL","facultatiefstation",51.8938903808594,4.51972198486328
"Rotterdam Zuid",414,"rtz",8400533,"Rotterdam Zuid","Rotterdm Z","rotterdam-zuid","NL","stoptreinstation",51.9044456481934,4.51027774810791
"Ruurlo",400,"rl",8400537,"Ruurlo","Ruurlo","ruurlo","NL","stoptreinstation",52.0810888,6.4492656
"Santpoort Noord",435,"sptn",8400543,"Santpoort Noord","Santprt N","santpoort-noord","NL","stoptreinstation",52.4338874816895,4.63250017166138
"Santpoort Zuid",436,"sptz",8400544,"Santpoort Zuid","Santprt Z","santpoort-zuid","NL","stoptreinstation",52.4197235107422,4.63138866424561
"Sappemeer Oost",434,"spm",8400545,"Sappemeer Oost","Sappemr O","sappemeer-oost","NL","stoptreinstation",53.1589183,6.7955648
"Sassenheim",544,"ssh",8400603,"Sassenheim","Sassenheim","sassenheim","NL","stoptreinstation",52.215278,4.517222
"Sauwerd",449,"swd",8400547,"Sauwerd","Sauwerd","sauwerd","NL","stoptreinstation",53.29113,6.5404
"Schagen",427,"sgn",8400549,"Schagen","Schagen","schagen","NL","stoptreinstation",52.7844429016113,4.80527782440186
"Scheemda",421,"sda",8400551,"Scheemda","Scheemda","scheemda","NL","stoptreinstation",53.1655362,6.9777775
"Schiedam Centrum",422,"sdm",8400553,"Schiedam C.","Schiedam C","schiedam-centrum","NL","intercitystation",51.9212438128032,4.4089937210083
"Schin op Geul",433,"sog",8400555,"Schin op Geul","Schin op G","schin-op-geul","NL","stoptreinstation",50.856388092041,5.87222242355347
"Schinnen",432,"sn",8400554,"Schinnen","Schinnen","schinnen","NL","stoptreinstation",50.9391670227051,5.87444448471069
"Schiphol Airport",428,"shl",8400561,"Schiphol Airport","Schiphol","schiphol-airport","NL","megastation",52.3094444274902,4.76194429397583
"Sittard",440,"std",8400564,"Sittard","Sittard","sittard","NL","knooppuntintercitystation",51.0016670227051,5.85861110687256
"Sliedrecht",423,"sdt",8400565,"Sliedrecht","Sliedrecht","sliedrecht","NL","stoptreinstation",51.8297233581543,4.77833318710327
"Sliedrecht Baanhoek",548,"sdtb",8400497,"Baanhoek","Baanhoek","sliedrecht-baanhoek","NL","stoptreinstation",51.829722,4.743333
"Sneek",429,"sk",8400566,"Sneek","Sneek","sneek","NL","knooppuntstoptreinstation",53.0328688,5.6523969
"Sneek Noord",430,"sknd",8400574,"Sneek Noord","Sneek N","sneek-noord","NL","stoptreinstation",53.0409319,5.6631808
"Soest",438,"st",8400567,"Soest","Soest","soest","NL","knooppuntstoptreinstation",52.1733322143555,5.30999994277954
"Soest Zuid",448,"stz",8400571,"Soest Zuid","Soest Z","soest-zuid","NL","stoptreinstation",52.1652793884277,5.30305576324463
"Soestdijk",420,"sd",8400569,"Soestdijk","Soestdijk","soestdijk","NL","stoptreinstation",52.1836128234863,5.30000019073486
"Spaubeek",417,"sbk",8400572,"Spaubeek","Spaubeek","spaubeek","NL","stoptreinstation",50.94327,5.850529
"Stavoren",447,"stv",8400575,"Stavoren","Stavoren","stavoren","NL","stoptreinstation",52.8865535,5.3600212
"Stedum",442,"stm",8400576,"Stedum","Stedum","stedum","NL","stoptreinstation",53.3262092,6.6875551
"Steenwijk",450,"swk",8400578,"Steenwijk","Steenwijk","steenwijk","NL","intercitystation",52.7915109924316,6.11455576324463
"Susteren",437,"srn",8400582,"Susteren","Susteren","susteren","NL","stoptreinstation",51.0613899230957,5.86305570602417
"Swalmen",431,"sm",8400583,"Swalmen","Swalmen","swalmen","NL","stoptreinstation",51.23582,6.03228
"Tegelen",457,"tg",8400591,"Tegelen","Tegelen","tegelen","NL","stoptreinstation",51.33894,6.14253
"Terborg",454,"tbg",8400592,"Terborg","Terborg","terborg","NL","stoptreinstation",51.9224549,6.3642466
"Tiel",458,"tl",8400596,"Tiel","Tiel","tiel","NL","knooppuntstoptreinstation",51.8894462585449,5.42222213745117
"Tiel Passewaaij",459,"tpsw",8400600,"Tiel Passewaaij","Passewaaij","tiel-passewaaij","NL","stoptreinstation",51.8738899230957,5.39222240447998
"Tilburg",453,"tb",8400597,"Tilburg","Tilburg","tilburg","NL","knooppuntintercitystation",51.5605545043945,5.08361101150513
"Tilburg Reeshof",455,"tbr",8400598,"Tilburg Reeshof","Reeshof","tilburg-reeshof","NL","stoptreinstation",51.5736122131348,4.99444437026978
"Tilburg Universiteit",456,"tbu",8400594,"Tilburg Univers.","Tilburg Un","tilburg-universiteit","NL","stoptreinstation",51.564998626709,5.05111122131348
"Twello",460,"twl",8400599,"Twello","Twello","twello","NL","stoptreinstation",52.2377777099609,6.09861087799072
"Uitgeest",468,"utg",8400615,"Uitgeest","Uitgeest","uitgeest","NL","knooppuntstoptreinstation",52.5216674804687,4.70166683197022
"Uithuizen",462,"uhz",8400617,"Uithuizen","Uithuizen","uithuizen","NL","stoptreinstation",53.4099568,6.6748869
"Uithuizermeeden",461,"uhm",8400618,"Uithuizermeeden","Uithuizerm","uithuizermeeden","NL","stoptreinstation",53.4145845,6.7202975
"Usquert",465,"ust",8400619,"Usquert","Usquert","usquert","NL","stoptreinstation",53.4014742,6.6093776
"Utrecht Centraal",467,"ut",8400621,"Utrecht C.","Utrecht C","utrecht-centraal","NL","megastation",52.0888900756836,5.11027765274048
"Utrecht Leidsche Rijn",718,"utlr",8400607,"Leidsche Rijn","LeidscheRn","utrecht-leidsche-rijn","NL","stoptreinstation",52.09896,5.06523
"Utrecht Lunetten",796,"utln",8400623,"Utrecht Lunetten","Lunetten","utrecht-lunetten","NL","stoptreinstation",52.0655555725098,5.14416646957397
"Utrecht Maliebaan",470,"utm",8400624,"Maliebaan","Maliebaan","utrecht-maliebaan","NL","stoptreinstation",52.087776184082,5.13138866424561
"Utrecht Overvecht",471,"uto",8400620,"Overvecht","Overvecht","utrecht-overvecht","NL","knooppuntstoptreinstation",52.1100006103516,5.12472200393677
"Utrecht Terwijde",472,"utt",8400614,"Utrecht Terwijde","Terwijde","utrecht-terwijde","NL","stoptreinstation",52.1005554199219,5.04166650772095
"Utrecht Vaartsche Rijn",797,"utvr",8400606,"Vaartsche Rijn","VaartscheR","utrecht-vaartsche-rijn","NL","stoptreinstation",52.078889,5.121667
"Utrecht Zuilen",473,"utzl",8400613,"Utrecht Zuilen","Zuilen","utrecht-zuilen","NL","stoptreinstation",52.103055,5.09
"Valkenburg",486,"vk",8400632,"Valkenburg","Valkenburg","valkenburg","NL","knooppuntsneltreinstation",50.8697204589844,5.83222198486328
"Varsseveld",496,"vsv",8400635,"Varsseveld","Varsseveld","varsseveld","NL","stoptreinstation",51.937257,6.458839
"Veendam",543,"vdm",8400636,"Veendam","Veendam","veendam","NL","knooppuntstoptreinstation",53.10324,6.88475
"Veenendaal Centrum",489,"vndc",8400627,"Veenendaal C.","Veenendl C","veenendaal-centrum","NL","knooppuntstoptreinstation",52.0200004577637,5.54861116409302
"Veenendaal West",490,"vndw",8400628,"Veenendaal West","Veenendl W","veenendaal-west","NL","stoptreinstation",52.0280570983887,5.53138875961304
"Veenendaal-De Klomp",285,"klp",8400637,"De Klomp","De Klomp","veenendaal-de-klomp","NL","stoptreinstation",52.0458335876465,5.57388877868652
"Velp",491,"vp",8400640,"Velp","Velp","velp","NL","stoptreinstation",51.9947204589844,5.98027801513672
"Venlo",487,"vl",8400644,"Venlo","Venlo","venlo","NL","knooppuntintercitystation",51.3636093139648,6.17277765274048
"Venray",492,"vry",8400646,"Venray","Venray","venray","NL","knooppuntstoptreinstation",51.526568099007,6.01417779922485
"Vierlingsbeek",488,"vlb",8400647,"Vierlingsbeek","Vierlingsb","vierlingsbeek","NL","stoptreinstation",51.59193,5.99714
"Vleuten",497,"vtn",8400651,"Vleuten","Vleuten","vleuten","NL","stoptreinstation",52.1030540466309,5.01083326339722
"Vlissingen",493,"vs",8400652,"Vlissingen","Vlissingen","vlissingen","NL","knooppuntintercitystation",51.4458351135254,3.59527778625488
"Vlissingen Souburg",494,"vss",8400653,"Souburg","Souburg","vlissingen-souburg","NL","stoptreinstation",51.4647216796875,3.59527778625488
"Voerendaal",478,"vdl",8400656,"Voerendaal","Voerendaal","voerendaal","NL","stoptreinstation",50.8872222900391,5.93027782440186
"Voorburg",475,"vb",8400658,"Voorburg","Voorburg","voorburg","NL","stoptreinstation",52.0666656494141,4.3594446182251
"Voorhout",483,"vh",8400655,"Voorhout","Voorhout","voorhout","NL","stoptreinstation",52.2244453430176,4.4844446182251
"Voorschoten",495,"vst",8400659,"Voorschoten","Voorschtn","voorschoten","NL","stoptreinstation",52.1252784729004,4.43249988555908
"Voorst-Empe",481,"vem",8400668,"Voorst-Empe","Voorst-E","voorst-empe","NL","stoptreinstation",52.1575012207031,6.14361095428467
"Vorden",476,"vd",8400661,"Vorden","Vorden","vorden","NL","stoptreinstation",52.1071949,6.3170457
"Vriezenveen",499,"vz",8400664,"Vriezenveen","Vriezenvn","vriezenveen","NL","stoptreinstation",52.40203,6.60041
"Vroomshoop",484,"vhp",8400666,"Vroomshoop","Vroomshoop","vroomshoop","NL","stoptreinstation",52.4571921,6.5696679
"Vught",482,"vg",8400667,"Vught","Vught","vught","NL","stoptreinstation",51.6555557250977,5.29194450378418
"Waddinxveen",500,"wad",8400675,"Waddinxveen","Waddinxvn","waddinxveen","NL","stoptreinstation",52.0441665649414,4.6497220993042
"Waddinxveen Noord",501,"wadn",8400674,"Waddinxveen N.","Waddinxv N","waddinxveen-noord","NL","stoptreinstation",52.0550003051758,4.64833354949951
"Warffum",506,"wfm",8400679,"Warffum","Warffum","warffum","NL","stoptreinstation",53.3908431,6.5671364
"Weert",517,"wt",8400684,"Weert","Weert","weert","NL","intercitystation",51.2486114501953,5.70361089706421
"Weesp",513,"wp",8400685,"Weesp","Weesp","weesp","NL","knooppuntstoptreinstation",52.3127784729004,5.04305553436279
"Wehl",510,"wl",8400686,"Wehl","Wehl","wehl","NL","stoptreinstation",51.9578065,6.213844
"Westervoort",545,"wtv",8400688,"Westervoort","Westervrt","westervoort","NL","stoptreinstation",51.96286,5.9695
"Wezep",524,"wz",8400690,"Wezep","Wezep","wezep","NL","stoptreinstation",52.4541664123535,6.00250005722046
"Wierden",504,"wdn",8400691,"Wierden","Wierden","wierden","NL","knooppuntstoptreinstation",52.3613891601562,6.59166669845581
"Wijchen",502,"wc",8400710,"Wijchen","Wijchen","wijchen","NL","stoptreinstation",51.8116683959961,5.73083353042603
"Wijhe",507,"wh",8400711,"Wijhe","Wijhe","wijhe","NL","stoptreinstation",52.3902778625488,6.1405553817749
"Winschoten",515,"ws",8400696,"Winschoten","Winschoten","winschoten","NL","knooppuntstoptreinstation",53.1392377,7.035101
"Winsum",516,"wsm",8400697,"Winsum","Winsum","winsum","NL","stoptreinstation",53.3300994,6.5202905
"Winterswijk",522,"ww",8400698,"Winterswijk","Winterswk","winterswijk","NL","knooppuntstoptreinstation",51.9677307,6.7155181
"Winterswijk West",523,"www",8400700,"Winterswijk West","Wintersw W","winterswijk-west","NL","stoptreinstation",51.97453,6.70417
"Woerden",503,"wd",8400702,"Woerden","Woerden","woerden","NL","knooppuntstoptreinstation",52.0849990844727,4.89361095428467
"Wolfheze",505,"wf",8400704,"Wolfheze","Wolfheze","wolfheze","NL","stoptreinstation",52.0055541992188,5.7936110496521
"Wolvega",521,"wv",8400705,"Wolvega","Wolvega","wolvega","NL","stoptreinstation",52.8808326721191,6.00361108779907
"Workum",509,"wk",8400706,"Workum","Workum","workum","NL","stoptreinstation",52.9724864,5.4564285
"Wormerveer",511,"wm",8400707,"Wormerveer","Wormerveer","wormerveer","NL","stoptreinstation",52.4891662597656,4.79222202301025
"Zaandam",529,"zd",8400731,"Zaandam","Zaandam","zaandam","NL","knooppuntintercitystation",52.4388885498047,4.81361103057861
"Zaandam Kogerveld",530,"zdk",8400728,"Kogerveld","Kogerveld","zaandam-kogerveld","NL","stoptreinstation",52.4566650390625,4.82027769088745
"Zaandijk Zaanse Schans",804,"zzs",8400364,"Zaanse Schans","Zaanse S.","zaandijk-zaanse-schans","NL","stoptreinstation",52.469165802002,4.80499982833862
"Zaltbommel",528,"zbm",8400732,"Zaltbommel","Zaltbommel","zaltbommel","NL","stoptreinstation",51.8088874816895,5.26333332061768
"Zandvoort aan Zee",540,"zvt",8400733,"Zandvoort a Zee","Zandvoort","zandvoort-aan-zee","NL","stoptreinstation",52.3752784729004,4.53277778625488
"Zetten-Andelst",526,"za",8400734,"Zetten-Andelst","Zetten-And","zetten-andelst","NL","stoptreinstation",51.920056,5.7228408
"Zevenaar",538,"zv",8400735,"Zevenaar","Zevenaar","zevenaar","NL","knooppuntstoptreinstation",51.9230537414551,6.07194423675537
"Zevenbergen",539,"zvb",8400737,"Zevenbergen","Zevenbergn","zevenbergen","NL","stoptreinstation",51.64042,4.60904
"Zoetermeer",535,"ztm",8400741,"Zoetermeer","Zoetermeer","zoetermeer","NL","knooppuntstoptreinstation",52.0475006103516,4.47722244262695
"Zoetermeer Oost",536,"ztmo",8400740,"Zoetermeer Oost","Zoetermr O","zoetermeer-oost","NL","stoptreinstation",52.0463905334473,4.49277782440186
"Zuidbroek",527,"zb",8400742,"Zuidbroek","Zuidbroek","zuidbroek","NL","knooppuntstoptreinstation",53.1596122800056,6.8679141998291
"Zuidhorn",531,"zh",8400743,"Zuidhorn","Zuidhorn","zuidhorn","NL","stoptreinstation",53.2486292,6.4062361
"Zutphen",534,"zp",8400744,"Zutphen","Zutphen","zutphen","NL","knooppuntintercitystation",52.1452789306641,6.19416666030884
"Zwijndrecht",541,"zwd",8400752,"Zwijndrecht","Zwijndrcht","zwijndrecht","NL","stoptreinstation",51.814998626709,4.64166688919067
"Zwolle",532,"zl",8400747,"Zwolle","Zwolle","zwolle","NL","knooppuntintercitystation",52.5047225952148,6.09194421768188
"Waddinxveen Triangel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
